
Limits
FitOrder = 4
NewCal = 1000

OldCTBFile = D2_263.ctb
NewCTBFile = NewD2_263.ctb

// RTC-X [Bit] RTC-Y[Bit] REAL-X[mm] REAL-Y[mm]

 -7380  -7380 -13.1920 -13.1920
 -7380  -3690 -13.1920  -6.5980
 -7380      0 -13.1920   0.0000
 -7380  +3690 -13.1920  +6.5980
 -7380  +7380 -13.1920 +13.1920

 -3690  -7380  -6.5980 -13.1920
 -3690  -3690  -6.5980  -6.5980
 -3690      0  -6.5980   0.0000
 -3690  +3690  -6.5980  +6.5980
 -3690  +7380  -6.5980 +13.1920

     0  -7380   0.0000 -13.1920
     0  -3690   0.0000  -6.5980
     0      0   0.0000   0.0000
     0  +3690   0.0000  +6.5980
     0  +7380   0.0000 +13.1920

 +3690  -7380  +6.5980 -13.1920
 +3690  -3690  +6.5980  -6.5980
 +3690      0  +6.5980   0.0000
 +3690  +3690  +6.5980  +6.5980
 +3690  +7380  +6.5980 +13.1920

 +7380  -7380 +13.1920 -13.1920
 +7380  -3690 +13.1920  -6.5980
 +7380      0 +13.1920   0.0000
 +7380  +3690 +13.1920  +6.5980
 +7380  +7380 +13.1920 +13.1920

